Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook,CB Rank (Organization)
Schoology,https://www.crunchbase.com/organization/schoology,http://www.schoology.com,"E-Learning, Education, Enterprise Software, SaaS, Social Network","Education, Internet Services, Software",Schoology provides a user-centric learning management system that makes it easy to create and share academic content.,"Schoology, a CODiE-award-winning learning management solution, provides a rich, collaborative learning environment that engages digital natives with the technology they enjoy using. This versatile solution is designed to meet the learning and administrative needs of K-12, higher ed, and corporate settings.    Schoology allows for individual subscriptions and school or district-wide enterprise packages. Individual subscriptions allow schools to try the system in a limited number of classrooms before deciding to implement it on a larger scale. Teachers and professors can sign up on their own to start using the system independently.",http://www.linkedin.com/company/schoology,,http://twitter.com/Schoology,http://www.facebook.com/schoology,"4,487"
Vooks,https://www.crunchbase.com/organization/vooks,https://www.vooks.com/,"E-Learning, EdTech, Education, Media and Entertainment, Video Streaming","Content and Publishing, Education, Media and Entertainment, Software, Video",Vooks is a subscription based streaming service exclusively dedicated to animated storybooks.,"Vooks is the first subscription-based streaming service exclusively dedicated to animated storybooks. With words on the screen and slow-paced animation, Vooks encourages the development of literacy, focus, and imagination. Vooks takes already published kid's books and turns them into entertaining and educational animations. It was established in 2017 and is based in Portland, Oregon.",https://www.linkedin.com/company/vooks/,,https://twitter.com/vooks?lang=en,https://www.facebook.com/vooks/,"4,524"
Applause,https://www.crunchbase.com/organization/applause,http://www.applause.com,"EdTech, Education, Freelance, Information Technology, Mobile, Software, Test and Measurement","Data and Analytics, Education, Information Technology, Mobile, Professional Services, Software",Applause is a crowd-sourced digital quality testing enabling companies to deliver digital experiences to their customers.,"Applause is a crowd-sourced digital quality testing enabling companies to deliver digital experiences to their customers. Software is at the heart of how all brands engage users, and digital experiences must work flawlessly everywhere. With 300,000+ testers available on-demand around the globe, Applause provides brands with a full suite of testing and feedback capabilities. This approach drastically improves testing coverage, eliminates the limitations of offshoring and traditional QA labs, and speeds time-to-market for websites, mobile apps, IoT, and in-store experiences. Thousands of leading companies — including Ford, Fox, Google, and Dow Jones — rely on Applause as a best practice to deliver high-quality digital experiences that customers love.  It was founded in 2007 and is based in Framingham, Massachusetts, United States/",http://www.linkedin.com/company/applause,,http://twitter.com/applause,http://www.facebook.com/applause,"4,545"
360Learning,https://www.crunchbase.com/organization/360learning,http://360learning.com/,"B2B, Corporate Training, E-Learning, EdTech, Education, Human Resources, SaaS, Software","Administrative Services, Education, Other, Software",360Learning empowers Learning & Development teams to drive culture & growth through Collaborative Learning.,"360Learning empowers Learning and Development teams to drive culture and growth through Collaborative Learning. Our learning platform combines collaborative tools with the power of an LMS, enabling high-growth companies to unlock learning based on collective expertise instead of top-down knowledge. 360Learning is the easiest way to onboard new employees, train customer-facing teams, and develop professional skills–all from one place.  360Learning powers the future of work at 1,200 organizations, including Toyota, Criteo, and Airbus. Founded in 2012, 360Learning has raised $41 million with 180 team members across New York, Paris, and London.",http://www.linkedin.com/company/360learning/,,http://twitter.com/360Learning,https://www.facebook.com/360LearningSuite/,"4,630"
Osmosis,https://www.crunchbase.com/organization/osmosis-2,https://www.osmosis.org/,"Education, Health Care, Medical","Education, Health Care",Osmosis empowers the clinicians and caregivers with the best learning experience.,"Osmosis is a personalized learning platform that helps you retain more, gain a deeper understanding of concepts & feel more prepared for your courses & exams. Osmosis empowers the clinicians and caregivers with the best learning experience.",https://linkedin.com/company/3144086/,,https://twitter.com/OsmosisMed,https://www.facebook.com/OsmoseIt,"4,660"
Next Tech,https://www.crunchbase.com/organization/nexttech,https://next.tech,"PaaS, Software, STEM Education","Education, Science and Engineering, Software",Next Tech powers hundreds of thousands of people building what's next in tech.,"Next Tech makes it easy to run any program code or Linux-based software in the cloud, even from untrusted sources. Using our browser-based integrated development environment (IDE), students and developers can build software without having to download anything. We strive to offer an IDE that perfectly walks the line between being a cumbersome developer tool and a textbox that runs code. We believe that as the number of developers increases, the accessibility of the tools they use must increase at an equal rate to ensure that all are empowered to build what's next in tech.",https://www.linkedin.com/company/6651088,,https://twitter.com/nextdottech,https://www.facebook.com/nextdottech,"4,687"
Edmentum,https://www.crunchbase.com/organization/edmentum,http://www.edmentum.com,"E-Learning, EdTech, Education, Enterprise Software","Education, Software",Edmentum provides online learning programs to drive student achievement for academic and career success.,"Edmentum, Inc. is a leading provider of online learning programs designed to drive student achievement for academic and career success. With more than 50 years of experience driving significant advances in the industry, Edmentum offers a wide variety of innovative learning programs to empower 21st century teaching and learning. Privately owned Plato Learning, the Minneapolis-based provider of online education solutions, acquired publicly traded Archipelago (ARCL) and Oregon-based EdOption.. The new name of all three companies is Edmentum.",http://www.linkedin.com/company/edmentum,,http://twitter.com/edmentum,http://www.facebook.com/edmentum,"4,696"
University of Pennsylvania,https://www.crunchbase.com/organization/university-of-pennsylvania,http://www.upenn.edu/,"Continuing Education, EdTech, Education, Higher Education, Non Profit, STEM Education, Training, Universities","Education, Other, Science and Engineering, Software","The University of Pennsylvania is an American private Ivy League research university located in Philadelphia, Pennsylvania.","The University of Pennsylvania in Philadelphia excels in producing future leaders through its liberal arts and sciences programs and research opportunities at the undergraduate, graduate, and professional levels. A large part of an education at the university is social outreach. Over 300 volunteer and community service programs are offered, as well as over 160 academic community services courses. These organizations and events are coordinated by the Civic House, the Fox Leadership program, Penn Volunteers in Public Service, and more. Academics include undergraduate degrees offered in over 140 programs, ranging from Actuarial Sciences to Comparative Literature to Insurance and Risk Management. Penn is a member of the Ivy League, so you can be confident that the education you get there will be top-notch, no matter which program you choose. Graduate programs include over 180 different options, like Anthropology, Chemical and Biomolecular Engineering, Classical Studies, Women’s Studies, and many more. Admissions require students to submit both a University of Pennsylvania application and Common Application as well as results of the ACT with writing portion or the SAT reasoning test and two SAT subject tests. Penn’s admissions are competitive due to its status as a top school in the nation. Financial aid at Penn, as with other Ivy League schools, is awarded solely based on financial need. Forms include Pell grants, the Penn grant, SEOG grants, work study programs, and more. Penn aims to provide aid packages that do not include loans.",http://www.linkedin.com/edu/university-of-pennsylvania-19328,,http://twitter.com/Penn,http://www.facebook.com/98508878775,"4,730"
Panorama Education,https://www.crunchbase.com/organization/panorama-education,http://panoramaed.com,"Analytics, Big Data, Education, SaaS","Data and Analytics, Education, Software",Panorama Education brings the power of data to education through a SaaS platform used by hundreds of school districts across the US.,"Panorama Education brings the power of data to education through a SaaS platform used by hundreds of school districts across the US. Based in Boston, Massachusetts, Panorama Education is a data analytics company for K-12 education. They help school districts, charter networks, and state governments conduct surveys of students, parents, teachers, and staff. Their classroom surveys collect feedback about individual teachers, and their school surveys gather data about the school environment and administrators. They believe that stakeholder feedback is a powerful professional development tool, and they believe that stakeholder surveys--when done correctly--make educator evaluation systems fairer and more effective.",https://www.linkedin.com/company/panorama-education,,http://twitter.com/PanoramaEd,http://www.facebook.com/PanoramaEd,"4,883"
WriteLab,https://www.crunchbase.com/organization/writelab,http://home.writelab.com,"E-Learning, Education, News, Training","Content and Publishing, Education, Media and Entertainment, Software","WriteLab is an online writing platform offering immediate, objective, and constructive responses to any writer's prose.","WriteLab is an online writing platform offering immediate, objective, and constructive responses to any writer's prose. WriteLab utilizes probability and statistics to identify patterns in each writer's choices. Writers can accept or reject suggestions, and WriteLab learns continuously from these choices, customizing its algorithms to suit users' preferences. Users receive customized feedback, generating powerful analytics. The platform designed for high school and higher education students that provide specific feedback and editing suggestions to uploaded essays  Student users can share drafts with instructors on WriteLab, and instructors can read and respond to students'​ writing and leave comments of their own. It addresses these issues by offering immediate editorial assistance at any time.",https://www.linkedin.com/company/writelab,,https://twitter.com/writelab,,"4,903"
Possip,https://www.crunchbase.com/organization/possip,https://www.possip.com/,"Consulting, Education, Software","Education, Professional Services, Software",Possip helps schools get stronger by tapping into the power of their community.,Possip helps schools get real-time feedback in an easy way from parents.  Possip uses a multi-lingual engagement platform to gather information from parents and share it back with schools.,https://www.linkedin.com/company/20689966/,,https://twitter.com/PossipIt,http://facebook.com/possipit,"4,947"
Coursera,https://www.crunchbase.com/organization/coursera,http://www.coursera.org,"E-Learning, EdTech, Education, Enterprise, Internet","Education, Internet Services, Other, Software",Coursera is an online education company that partners with universities and organizations to offer classes on their platform.,"Coursera is an online education company that serves over 20 million registered learners by partnering with 140 of the world’s best universities and education institutions. On Coursera, anyone, anywhere can access over 1,000 online courses and Specializations in dozens of fields in order to achieve meaningful career, educational, and personal enrichment goals throughout their lives. The company was founded in 2012 and is headquartered in Mountain View, California.",http://www.linkedin.com/company/coursera,Unicorn,http://www.twitter.com/coursera,http://www.facebook.com/Coursera,"4,950"
Edmodo,https://www.crunchbase.com/organization/edmodo,https://go.edmodo.com/,"Blogging Platforms, EdTech, Education, Social Media","Content and Publishing, Education, Internet Services, Media and Entertainment, Software",Edmodo is a global education network that connects all learners with the people and resources they need to reach their full potential.,"Edmodo is a global education network that provides communication, collaboration, and training tools to enable all learners to reach their full potential. On the platform, educators are at the center of a dynamic and engaging network that connects them to fellow teachers, students, administrators, and parents. Founded in 2008 with more than 77 million users across around 550,000 schools worldwide, Edmodo was designed to protect the privacy of students and teachers by providing a secure platform in which they can connect and share resources, leveraging both educational content and apps. Edmodo also offers tools that enable school leaders to take advantage of powerful analytics, deliver professional development, improve learning outcomes with frequent formative assessment, and curate all their educational content. It provides create technology, content and platforms that connect teachers, students and parents to each other and help all learners discover their passions and improve their skills. The company is headquartered in San Mateo, California.",https://www.linkedin.com/company/edmodo/,,https://twitter.com/edmodo,https://www.facebook.com/edmodo/,"4,970"
Golden,https://www.crunchbase.com/organization/golden-2cb6,https://golden.com,"Artificial Intelligence, Education, Knowledge Management, Machine Learning, Software","Administrative Services, Artificial Intelligence, Data and Analytics, Education, Other, Science and Engineering, Software",Golden is a developer of a self-constructing knowledge database used to accelerate discovery and education.,"Golden is a developer of a self-constructing knowledge database used to accelerate discovery and education. The company uses and leverages human effort by using machine intelligence to make the process of gathering and communicating knowledge simpler. It combines a powerful search across several entities with fine-grain alerts to stay on top of changes, and semi-automatic research assistance for gaps in knowledge that enable people in organizations to stay current, understand and leverage the latest trends in their industry.",https://www.linkedin.com/company/golden-recursion-inc/,,https://twitter.com/Golden,,"4,987"
Juni Learning,https://www.crunchbase.com/organization/juni-learning,https://junilearning.com/,"Computer, E-Learning, EdTech, Education, Human Computer Interaction","Consumer Electronics, Design, Education, Hardware, Science and Engineering, Software",Juni Learning is an online academy for accelerated learning.,"Juni Learning is an e-learning company that offers kids a live, personal education right at home.  It is an online school for accelerated learning and enrichment, initially focused on computer science. The company develops bright minds ages 8-18 by providing weekly, online classes with top-notch instructors using curriculum and digital tools. Developed by Stanford graduates and Google alumni, their program pairs each student with a teacher for one-on-one or small group-based video instruction. Students ages 8-18 work one-on-one with top instructors virtually using Juni Learning's curriculum and digital tools. The company was founded by two female founders who are both Stanford computer science and Google alumni.",https://www.linkedin.com/company/18219315/,,https://twitter.com/junilearning,https://www.facebook.com/junilearning/,"5,071"
Elsa,https://www.crunchbase.com/organization/elsa,https://www.elsaspeak.com/home,"Artificial Intelligence, E-Learning, Education, Language Learning","Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software",Elsa  is an AI-assisted language learning platform for pronunciation training and accent reduction using speech recognition.,"Elsa is a  English Language Speech Assistant, a mobile application for pronunciation training and accent reduction using speech recognition. ELSA strives to improve your English pronunciation! Pronunciation is so important for learning English.",https://www.linkedin.com/company/elsa-corp/,,https://www.twitter.com/elsa_now,https://www.facebook.com/elsaspeak,"5,181"
Freedom Financial Network,https://www.crunchbase.com/organization/freedom-financial-network,http://freedomfinancialnetwork.com,"Education, Financial Services, FinTech","Education, Financial Services","Freedom Financial Network provides financial solutions such as tools to find mortgage rates, ways to resolve debt problems and more.","Freedom Financial Network is a family of companies providing innovative solutions that empower people to live healthier financial lives. For people struggling with debt, Freedom Debt Relief offers a custom program to significantly reduce and resolve what they owe more quickly than they could on their own. FreedomPlus tailors personal loans to each borrower with a level of customer service unmatched in the industry. Bills.com helps homeowners better understand their loan options and make smarter mortgage decisions.   Based in San Mateo, California and Tempe, Arizona, FFN employs more than 2,000 people. The company has been voted one of the best places to work in both the San Francisco Bay area and the Phoenix area for several years. In 2016 and 2017, the company was ranked No. 1 in the Extra-Large category of its “Best Places to Work” awards program by the Phoenix Business Journal. The company is included in the Arizona Republic’s “100 Largest Employers in Arizona” list for 2018. Freedom Financial Network (www.freedomfinancialnetwork.com)",https://www.linkedin.com/company/freedom-financial/,,http://twitter.com/FreedomFamily,http://www.facebook.com/pages/Freedom-Financial-Network/96365512329,"5,232"
Knewton,https://www.crunchbase.com/organization/knewton,http://www.knewton.com,"EdTech, Education, Machine Learning, Personalization","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Education, Software",Knewton is an adaptive learning technology provider with a mission to bring personalized education to the world.,"Knewton's mission is to personalize learning for the world.  Teachers, schools, and education companies around the world use Knewton to power digital course materials that dynamically adapt to each student’s unique needs. Knewton provides students with tailored recommendations for exactly what to study, teachers with analytics to better support each student, and publishers with content insights to develop more effective digital products. Knewton was founded in 2008 and has offices in New York City, London, Tokyo, Singapore, and Dubai.  Knewton has been recognized globally as a “Technology Pioneer” (World Economic Forum in Davos) and several times as one of the top 10 most innovative companies in education  (Fast Company).",http://www.linkedin.com/company/knewton,,http://twitter.com/Knewton,http://www.facebook.com/Knewton,"5,254"
MasteryConnect,https://www.crunchbase.com/organization/masteryconnect,http://www.masteryconnect.com,"E-Learning, Education, iOS, SaaS, Skill Assessment, Software","Education, Mobile, Platforms, Software",MasteryConnect is an assessment and curriculum platform that provides innovative tools for teachers.,"MasteryConnect helps educators identify levels of student understanding, target students for intervention, personalize learning, and use data to evaluate their own practice. It specializes in the fields of educational technology, software as a service, education, and professional development. The company was founded in 2009 and headquartered in Salt Lake City, Utah.",http://www.linkedin.com/company/masteryconnect,,http://twitter.com/masteryconnect,http://www.facebook.com/masteryconnect,"5,298"
Lynda,https://www.crunchbase.com/organization/lynda-com,http://www.lynda.com,"E-Learning, EdTech, Education, Training, Video","Education, Media and Entertainment, Software, Video",Lynda provides business training.,"Lynda, an online learning platform, offers educational training courses in the fields of business, software, technology, and creative skills. It offers courses in the areas of 3D/animation, audio/music, business, CAD, design, developer, education and e-learning, photography, information technology, marketing, video, and web to individual, corporate, nonprofit, government, library, higher education, and K-12 subscribers through its instructional video tutorials.  Lynda provides a basic and premium membership and German, French, and Spanish-language content for its courses. It offers its courses through mobile applications and individual memberships.  Lynda's enterprise members include Fortune 500 companies, advertising agencies, media companies, U.S. colleges and universities, state governments, and various branches of the U.S. military, business customers that include corporate and nonprofit clients, and academic customers that include K-12 and higher education, and U.S. House of Representatives, NASA-JPL, CIA, FAA, USPS, and the executive office of the President of the United States, and cabinet-level departments that include the Department of Defense and State Department. Bruce Heavin and Lynda Weinman founded it in 1995.  Lynda has its headquarters in Carpinteria in California with satellite offices throughout in the United States, United Kingdom, Austria, and Australia. It operates as a subsidiary of LinkedIn Corporation. ",https://www.linkedin.com/company/lynda.com,Exited Unicorn,http://twitter.com/lynda,http://www.facebook.com/lynda,"5,418"
KÜDZOO,https://www.crunchbase.com/organization/kudzoo,http://kudzooapp.com,"Advertising, E-Learning, Education","Advertising, Education, Sales and Marketing, Software","KÜDZOO is a free mobile application that rewards students with deals, giveaways, scholarship opportunities, concert tickets.","KÜDZOO is a free mobile application that rewards students with deals, giveaways, scholarship opportunities, concert tickets, and once in a lifetime experiences based on students’ grades and achievements. KÜDZOO works together with schools and businesses to improve student engagement while bringing communities together with an educational focus.",https://www.linkedin.com/company-beta/6437823,,https://www.twitter.com/kudzooapp,https://www.facebook.com/kudzooapp,"5,481"
Outlier,https://www.crunchbase.com/organization/outlier-org,https://outlier.org/,"E-Learning, Education, Internet","Education, Internet Services, Software",Outlier.org is an online education Startup.,"OUTLIER (from the co-founder of MasterClass) has developed the world's best online, university-level courses, taught by some of the most celebrated educators in the world. Their courses employ engaging content and cutting-edge educational technology to create an immersive, student-friendly learning experience. Outlier is reimagining higher education as a resource that is accessible, equitable, and affordable for everyone.",https://www.linkedin.com/company/outlier-org/,,https://twitter.com/outlier_org,https://www.facebook.com/outlier.org,"5,497"
Noodle,https://www.crunchbase.com/organization/noodle-education,https://www.noodle.com/home,"Advice, Education, Search Engine, Tutoring","Education, Internet Services, Media and Entertainment","Noodle is an organization that connects students with schools, programs, resources, and experts.","Noodle is a U.S.-based organization that helps students make decisions about education. Through unbiased data and real-world advice, Noodle connects students with schools, programs, resources, experts, and more.   Noodle Education was founded in 2010 by John Katzman, the founder of The Princeton Review and 2U.",http://www.linkedin.com/company/829446,,http://twitter.com/NoodleEducation,http://www.facebook.com/noodleeducation,"5,541"
OpenSesame,https://www.crunchbase.com/organization/opensesame,http://www.OpenSesame.com,"EdTech, Education, Internet, Virtual Workforce","Administrative Services, Education, Internet Services, Software",OpenSesame is an e-learning company that provides online training courses for businesses and employees.,"OpenSesame is an e-learning company that provides online training courses for businesses and employees. It features an online-based application platform that specializes in technology, healthcare, and business training that helps companies, businesses, and institutions to improve their workforce and acquire new skills. The company was founded in 2011 and headquartered in Portland, Oregon.",http://www.linkedin.com/company/opensesame_2,,http://twitter.com/OpenSesame,http://www.facebook.com/opensesame,"5,575"
ExamSoft,https://www.crunchbase.com/organization/examsoft-worldwide,http://examsoft.com,"Education, Internet, Software","Education, Internet Services, Software",ExamSoft provides computer-based testing solutions for exam takers and exam administrators internationally. It offers,"ExamSoft provides computer-based testing solutions for exam takers and exam administrators internationally. It offers SofTeach, an online item banking and exam building tool for academic institutions, licensing bodies, and academic certifications. The company also provides SofTest that enables exam takers to take their exams on any computer, including their own laptop; and SoftScore and PrintX scoring and analysis solutions. In addition, it offers Flex-Site, a modular system that enables flexible and robust exam design, automatic delivery and retrieval, and post-exam scoring and analysis. The company’s solutions are used by professional administrators/managers, professors, teaching assistants, technology professionals, and academic librarians. ExamSoft Worldwide, Inc. was founded in 1998 and is based in Boca Raton, Florida",https://www.linkedin.com/company/examsoft,,http://twitter.com/examsoft,http://www.facebook.com/examsoft,"5,682"
Classkick,https://www.crunchbase.com/organization/classwork,http://classkick.com,"Apps, Education, Software","Apps, Education, Software",Classkick pffers a real-time personalized feedback and help platform for teachers and students.,"Classkick is the place where students do work, and get helps from teachers and classmates. Teachers make a assignments on Classkick, check detailed individual understanding, give instant help. Students can raise their hand privately and give peer-to-peer feedback. The technology is hyper-focused on increasing student learning and helping teachers be even more effective.",https://www.linkedin.com/company/classkick,,http://twitter.com/classkick,http://www.facebook.com/classkick,"5,763"
Frank,https://www.crunchbase.com/organization/frank-financial-aid,https://www.withfrank.org,"EdTech, Education, Finance, Financial Services","Education, Financial Services, Software",Frank is a financial platform that helps college students manage their financial aid and student debt.,Frank’s online platform streamlines and simplifies the Free Application for Federal Student Aid (FAFSA®) application process. Its mission is to help students reach their greatest potential by getting the most value from their education. Frank aims to assist each student and help them get their maximum financial aid.,https://www.linkedin.com/company/frank-financial-aid,,https://www.twitter.com/with_frank,https://www.facebook.com/withFrank/,"5,917"
Niche.com,https://www.crunchbase.com/organization/niche-com,http://niche.com,"E-Learning, Education, Internet","Education, Internet Services, Software","Niche.com is a platform that enables users to discover and research U.S. colleges, schools, neighborhoods, and companies.","Niche.com is an internet company that helps individuals to discover schools, companies, and neighborhoods. The company rigorously analyzes public data sets and millions of reviews to produce comprehensive rankings, report cards, and profiles for every K-12 school, college, neighborhood, and large employer.",http://www.linkedin.com/company/58426,,http://twitter.com/nichesocial,http://www.facebook.com/nichesocial,"6,086"
PresenceLearning,https://www.crunchbase.com/organization/presencelearning,http://www.presencelearning.com,"Education, Health Care, Therapeutics, Video Conferencing","Education, Hardware, Health Care, Information Technology, Internet Services, Messaging and Telecommunications, Software","PresenceLearning makes live, online special education related services available to K-12 students around the United States.","PresenceLearning makes live, online special education related services available to K-12 students around the United States. As the leader in the delivery of clinical services via the web, PresenceLearning has provided over 2.5 million teletherapy sessions.  Services include speech-language therapy, occupational therapy, behavioral interventions and mental health services, assessments, and early childhood services.",http://www.linkedin.com/company/presencelearning,,http://www.twitter.com/PresenceLearn,http://www.facebook.com/PresenceLearning,"6,125"
QuillBot,https://www.crunchbase.com/organization/quillbot,https://www.quillbot.com,"Artificial Intelligence, Education, Software","Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software",QuillBot is a startup developing an AI writing tool that reconstructs its user's writing to be more clear and concise.,QuillBot is an AI writing collaborator that rewrites full paragraphs and refines content. The company’s mission is to make writing painless. QuillBot is driven by sophisticated AI paraphrasing technology that uses natural language understanding (NLU)  to automatically reconstruct the user’s content to improve the clarity of the intended message. More than a million people around the world use QuillBot to improve their writing and deliver a more compelling message.,https://www.linkedin.com/company/quillbot/,,,https://www.facebook.com/thequillbot/,"6,254"
Examity,https://www.crunchbase.com/organization/examity,http://examity.com,"E-Learning, EdTech, Education","Education, Software",Examity is an online exam proctoring company.,"With the continued growth in online learning and test-taking, education and training professionals wrestle with the challenge of maintaining exam integrity. Examity® was founded in response to this issue and offers a flexible solution to include live, recorded and automated authentication and proctoring.  As the recognized leader in the industry, Examity® partners with more than 150 universities and corporations worldwide.",https://www.linkedin.com/company/examity,,https://twitter.com/examity,https://www.facebook.com/Examity,"6,321"
Nana,https://www.crunchbase.com/organization/nana-io,https://nanaacademy.org,"Artificial Intelligence, Education, Home Services, Internet, Machine Learning, Marketplace, Smart Home, Vocational Education","Artificial Intelligence, Commerce and Shopping, Consumer Electronics, Data and Analytics, Education, Internet Services, Real Estate, Science and Engineering, Software","Vertically integrated student-to-operator vocational school, driven by an AI-marketplace.","Skilled trades are in high demand, but the current workforce isn't equipped to meet it. At the same time, the U.S. is dealing with massive unemployment and underemployment caused by the pandemic. Nana is creating a pipeline of skilled tradespeople to meet the demand while also providing opportunities for millions of unemployed individuals across the country. Nana is a free online vocational school for appliance repair that gives graduates their first job and then helps them build their careers through an AI-powered marketplace platform.",https://www.linkedin.com/company/nana-io/about/?viewAsMember=true,,https://twitter.com/NanaAcademy,https://www.facebook.com/nanahomeofficial/,"6,324"
Kenzie Academy,https://www.crunchbase.com/organization/kenzie-academy,https://www.kenzie.academy/,"Consulting, Education, Industrial Engineering, Mechanical Engineering","Education, Manufacturing, Professional Services, Science and Engineering","Kenzie Academy provides a solution to the dramatic shortage of tech talent in the U.S., by reimagining higher education for the tech sector.","Kenzie Academy provides a solution to the dramatic shortage of tech talent in the U.S., by reimagining higher education for the tech sector. Kenzie Academy is a tech apprenticeship school focused on education, mentorship, and job placement. They offer 6-month to 2-year programs with a paid apprenticeship after 6 months. They are founded by tech entrepreneurs with years of experience developing and cultivating talent for startups and major tech companies.  Kenzie instructors, leadership, mentors and volunteers are all advocates for our students. Our top priority is job placement upon completion -- either at our Kenzie Studio consulting arm or at other technology companies. ",https://www.linkedin.com/company/kenzie-academy/,,https://twitter.com/kenzieacademy,https://www.facebook.com/KenzieAcademy/,"6,467"
BEGiN,https://www.crunchbase.com/organization/beginlearning,https://www.beginlearning.co/,"Apps, E-Learning, EdTech, Education, iOS, Reading Apps","Apps, Education, Mobile, Platforms, Software",BEGiN is the award-winning education technology company that creates learning products to bring children the highest quality education.,"BEGiN is the award-winning education technology company that creates engaging and effective learning products to bring the highest quality education to young children everywhere. Their library of interactive stories helps their child fall in love with reading while building critical skills.  BEGiN’s investors and partners include some of the most recognized and well-loved children’s brands including Sesame Workshop, LEGO Ventures, Gymboree Play and Music, and Fisher-Price. BEGiN was co-founded by Neal Shenoy, Noelle Millholt, and Stephanie Dua and is one of Crain’s 100 Best Places to Work in New York City.",,,,,"6,500"
MPOWER Financing,https://www.crunchbase.com/organization/mpower-financing,http://www.mpowerfinancing.com/,"Finance, Financial Services, Higher Education","Education, Financial Services",FMPOWER Financing is a social benefit corporation financing domestic and international students.,"MPOWER is a US-based lender offering student loans to international students studying in the US or Canada without requiring a co-signer, collateral, or US credit history because our proprietary credit algorithm focuses on future potential. Loans are 10-year, fixed-rate, and range between $2,001 and $50,000. MPOWER disburses payments directly to the university on behalf of the students to pay for tuition or university-sponsored services like housing, meal plans, or health insurance. Students start paying back the loan within 6 months after graduation. The loan comes with interest discounts, free personal finance education courses, credit-building, and a job placement service for the students.",https://www.linkedin.com/company/mpower-financing,,https://twitter.com/mpowerfinancing,https://www.facebook.com/MPOWERFinancing/,"6,539"
Elevate Labs,https://www.crunchbase.com/organization/elevate-labs,http://elevateapp.com/,"Apps, Education, Internet, Mobile Apps","Apps, Education, Internet Services, Mobile, Software",Elevate is a cognitive training tool designed to build communication and analytical skills.,"Elevate is a new type of cognitive training tool designed to build communication and analytical skills. Members are provided with a personalized game-based training program that adjusts over time based on performance.  Elevate has been selected by Apple as the App of the Year for 2014 and by Google Play for Editor's Choice. Since launching in May 2014, Elevate has been downloaded more than 21 million times on the App Store and Google Play.",https://www.linkedin.com/company/6626130,,http://twitter.com/elevatelabs,http://www.facebook.com/elevatelabs,"6,573"
Goalsetter,https://www.crunchbase.com/organization/goalsetter,http://www.goalsetter.co,"Education, Financial Services, FinTech, Gift Registry, Payments","Commerce and Shopping, Education, Financial Services, Payments","Goalsetter is a goal-based savings and gifting platform, made just for kids and powered by those who love them.","Goalsetter is a goal-based savings and gifting platform, made just for kids and powered by those who love them. Goalsetter combines the best of goal-based savings platforms like Digit and Acorns with the best of gift-registries like Zola and Honeyfund, and in so doing, targets the millennial mom with a platform that enables families to contribute to kids’ future goals instead of buying them more consumer goods. In turn, Goalsetter becomes the first savings vehicle for kids, turning first-time savers into all-the-time savers and giving kids healthy financial habits that will last a lifetime.",https://www.linkedin.com/company/goalsetter/,,https://www.twitter.com/goalsetterco,https://www.facebook.com/goalsetterco,"6,593"
Curiosity,https://www.crunchbase.com/organization/curiosity,https://curiosity.com,"Digital Media, Education, Media and Entertainment","Education, Media and Entertainment",Curiosity's mission is to inform and entertain our audience with positive content that helps them get smarter about the world around them.,"Why do people sneeze in sunlight? Why is a black hole called a ""singularity""? Why aren't fish electrocuted when lightning hits the water? Curiosity answers the questions you never knew to ask, and digs into the things you've always wondered about. The company spun out of Discovery in 2014 and today reaches an audience of 70 million a month globally through a website, iOS and Android app, weekly podcast, daily email, Chrome extension, and Amazon Alexa skill. With five new stories on a variety of topics every day (plus thousands more to discover), it helps people have fun learning about everything from the scientific and relatable to the awe-inspiring and downright weird. Count on Curiosity to explain even the densest subjects in a way that's entertaining, witty, and easy to understand.",http://www.linkedin.com/company/curiosity-com,,http://twitter.com/curiositydotcom,http://www.facebook.com/curiositydotcom,"6,620"
Torch Leadership Labs,https://www.crunchbase.com/organization/torch,https://torch.io/,"Corporate Training, Education, Human Resources, SaaS, Software, Training","Administrative Services, Education, Software","Torch is a leadership development  platform with integrated coaching, software, and feedback to raise high performers to the next level.","Torch is a leadership development platform with integrated coaching, software, and feedback to raise high performers to the next level. It was founded by a team of executive coaches and experienced psychologists who are passionate about helping senior leaders perform at their highest level. Torch is on a mission to empower leaders to build high growth, high-performance cultures by building the awareness and skills required to manage and lead effectively. Our proven model blends human intelligence and digital technology to accelerate talent development and deliver measurable leadership outcomes.",https://www.linkedin.com/company/torch-labs/,,https://twitter.com/torchlabs,,"6,646"
